ts,ifHCInOctets_rate,ifHCOutOctets_rate,ifInErrors_rate,ifOutErrors_rate,ifInDiscards_rate,ifOutDiscards_rate,ifHCInUcastPkts_rate,ifHCOutUcastPkts_rate,ifHCInOctets,ifHCOutOctets,ifInErrors,ifOutErrors,ifInDiscards,ifOutDiscards,ifHCInUcastPkts,ifHCOutUcastPkts
1749058954378433,0.009060793514038249,0.30120387020809775,0.0,0.0,3.9927042645874617e-7,0.0,0.00009672326080963126,0.00020836925380815814,890653234,2943573424,0,0,222699,0,4156227,2068136
1749059014486814,0.009009342640587841,0.3012005097924697,0.0,0.0,3.9927876280680393e-7,0.0,0.00009687500982600081,0.0002083736043398008,891194771,2961678099,0,0,222723,0,4162050,2080661
1749059074595568,0.009143243927498481,0.3011915535630634,0.0,0.0,3.992762851148104e-7,0.0,0.0000973568675204946,0.00020853867641308952,891744360,2979782348,0,0,222747,0,4167902,2093196
1749059134704768,0.00905262422391248,0.3005098221237348,0.0,0.0,3.992733225529536e-7,0.0,0.00009615832518150299,0.00020783840077725205,892288506,2997845753,0,0,222771,0,4173682,2105689
1749059194725192,0.009415311694565836,0.2987384927504011,0.0,0.0,3.998638863330922e-7,0.0,0.00009620058665363643,0.00020696288316790297,892853617,3015776164,0,0,222795,0,4179456,2118111
1749059254737868,0.00921510315587327,0.29812488281642363,0.0,0.0,3.999155111830041e-7,0.0,0.00009622966987841035,0.00020678964557421168,893406640,3033667436,0,0,222819,0,4185231,2130521
1749059314833541,0.009127329350317783,0.301206910520829,0.0,0.0,4.659237279862063e-7,0.0,0.000098559508602225,0.00020835110707554603,893955153,3051768668,0,0,222847,0,4191154,2143042
1749059374969213,0.008999783023959556,0.29745916866115674,0.0,0.0,3.990975605959804e-7,0.0,0.00009510162287701716,0.00020613389004782385,894496361,3069656575,0,0,222871,0,4196873,2155438
1749059435043250,0.009425219750089378,0.30131712306932196,0.0,0.0,3.8286090212315845e-7,0.0,0.00009754629941050907,0.0002084261458906116,895062572,3087757911,0,0,222894,0,4202733,2167959
1749059495153611,0.009476885357584194,0.297701955241959,0.0,0.0,3.992656107987773e-7,0.0,0.00009640600894078809,0.00020657004538701738,895632231,3105652883,0,0,222918,0,4208528,2180376
1749059555164159,0.009537373329768627,0.3016896796209893,0.0,0.0,3.999296923600831e-7,0.0,0.00009734955261531689,0.00020889660930941675,896204574,3123757446,0,0,222942,0,4214370,2192912
1749059615269712,0.009312983111560424,0.2976639446275455,0.0,0.0,3.9929754909667e-7,0.0,0.0000968462930538215,0.00020647010767873644,896764336,3141648702,0,0,222966,0,4220191,2205322
1749059675291550,0.009904495093935643,0.30159542931690964,0.0,0.0,3.99854466302748e-7,0.0,0.00009871407136849091,0.00020880733442384754,897358822,3159751014,0,0,222990,0,4226116,2217855
1749059735394826,0.009299493092522943,0.29766568797348086,0.0,0.0,3.660366200338231e-7,0.0,0.00009726591275989681,0.00020642801567089287,897917752,3177641697,0,0,223012,0,4231962,2230262
1749059795495732,0.009474150023628596,0.2977400373964412,0.0,0.0,4.159671070515975e-7,0.0,0.0000978021862099716,0.00020680220694177222,898487157,3195536143,0,0,223037,0,4237840,2242691
1749059855507730,0.009377324847607973,0.30164488107861365,0.0,0.0,3.8325669476960257e-7,0.0,0.00009816370386468387,0.000208841571980323,899049909,3213638455,0,0,223060,0,4243731,2255224
1749059915612596,0.00947417468662188,0.2976450858404709,0.0,0.0,3.9930211307683475e-7,0.0,0.00009744635317879254,0.00020622290381614028,899619353,3231528373,0,0,223084,0,4249588,2267619
1749059975623246,0.009373036286059224,0.29806517676445765,0.0,0.0,3.999290126002635e-7,0.0,0.00009711609522643065,0.00020641336162831097,900181835,3249415458,0,0,223108,0,4255416,2280006
1749060035737034,0.00946864303410725,0.3012065052363694,0.0,0.0,3.826077305259818e-7,0.0,0.00009798084925208839,0.00020890382086718608,900751031,3267522122,0,0,223131,0,4261306,2292564
1749060095749544,0.009867342659055587,0.29806701969306065,0.0,0.0,3.8325342499422205e-7,0.0,0.00009834616149199558,0.0002061403530697183,901343195,3285409872,0,0,223154,0,4267208,2304935
1749060155845561,0.009800499756914006,0.3013675265700221,0.0,0.0,3.827208715013509e-7,0.0,0.00010090518977322574,0.00020898223587762895,901932166,3303520860,0,0,223177,0,4273272,2317494
1749060215854364,0.009193584481263523,0.2981223438167897,0.0,0.0,3.9994132194238233e-7,0.0,0.00009573595393995778,0.0002064197147875121,902483862,3321410825,0,0,223201,0,4279017,2329881
1749060275963234,0.009040512656451536,0.30113808494486755,0.0,0.0,3.9927551457879677e-7,0.0,0.00009602576125620063,0.00020825545381239076,903027277,3339511895,0,0,223225,0,4284789,2342399
1749060336073069,0.00941466566993571,0.30118993006718453,0.0,0.0,3.826328919385655e-7,0.0,0.00009742166153009736,0.00020853492610651818,903593191,3357616372,0,0,223248,0,4290645,2354934
1749060396084834,0.0092076278709683,0.29812327632756674,0.0,0.0,3.9992158204312104e-7,0.0,0.00009668104245892451,0.00020672613111778998,904145757,3375507276,0,0,223272,0,4296447,2367340
1749060456113677,0.008970254515816671,0.2980683635698259,0.0,0.0,3.998078057243249e-7,0.0,0.00009490437788381162,0.00020665065958376042,904684231,3393399975,0,0,223296,0,4302144,2379745
1749060516218899,0.009238664820171532,0.2977765725580383,0.0,0.0,3.826622585305483e-7,0.0,0.0000961480518281756,0.00020685390697001337,905239523,3411297902,0,0,223319,0,4307923,2392178
1749060576327919,0.009563805898016637,0.2980528213569278,0.0,0.0,3.9927451820042984e-7,0.0,0.00009521033615254416,0.00020634174371833046,905814394,3429213565,0,0,223343,0,4313646,2404581
1749060636439495,0.009035331231375468,0.2864178773153444,0.0,0.0,3.826218098157999e-7,0.0,0.00009332645013333205,0.00019838109052406144,906357522,3446430595,0,0,223366,0,4319256,2416506
1749060696549148,0.0016409344435909486,4.0592481876413425e-6,0.0,0.0,3.8263405047438886e-7,0.0,7.735862324808296e-6,1.6636263064103862e-8,906456158,3446430839,0,0,223389,0,4319721,2416507
