ts,ifHCInOctets_rate,ifHCOutOctets_rate,ifInErrors_rate,ifOutErrors_rate,ifInDiscards_rate,ifOutDiscards_rate,ifHCInUcastPkts_rate,ifHCOutUcastPkts_rate,ifHCInOctets,ifHCOutOctets,ifInErrors,ifOutErrors,ifInDiscards,ifOutDiscards,ifHCInUcastPkts,ifHCOutUcastPkts
1749110359765580,0.0017973469900392008,0.010939958785246038,0.0,0.0,3.983224318845821e-7,0.0,0.0000149868814996574,7.949851869696451e-6,980779086,3817582342,0,0,242935,0,4812530,2677411
1749110426058954,0.0014154204913450325,0.008132321037091881,0.0,0.0,3.9219605868906297e-7,0.0,0.00001143402355716576,5.762265169970079e-6,980872919,3818121461,0,0,242961,0,4813288,2677793
1749110486270858,0.002061618911768676,0.01079997403835627,0.0,0.0,3.9859227836409227e-7,0.0,0.000014581834183486376,7.706117381705784e-6,980997053,3818771748,0,0,242985,0,4814166,2678257
1749110546452647,0.002174079604047663,0.013687313283425323,0.0,0.0,3.9879173415732126e-7,0.0,0.000016466775356246057,9.687315875571595e-6,981127893,3819595475,0,0,243009,0,4815157,2678840
1749110609657356,0.0014138345293228073,0.0076322161375665856,0.0,0.0,4.1136175470723234e-7,0.0,0.000011185875406846664,5.569205294497915e-6,981217254,3820077867,0,0,243035,0,4815864,2679192
1749110670003480,0.0016995623447166217,0.009615265431131914,0.0,0.0,3.977057416313929e-7,0.0,0.000013223715909243815,6.976421551117351e-6,981319816,3820658111,0,0,243059,0,4816662,2679613
1749110730146433,0.0020924313443671447,0.010703348736467928,0.0,0.0,3.824221933365992e-7,0.0,0.00001489783848824317,7.714952074268784e-6,981445661,3821301842,0,0,243082,0,4817558,2680077
1749110790324669,0.0018105548989505108,0.010813859681762688,0.0,0.0,3.821979760257512e-7,0.0,0.000014274263539396536,7.693811430431428e-6,981554617,3821952601,0,0,243105,0,4818417,2680540
1749110850704098,0.0015750728613216928,0.00826977015632261,0.0,0.0,3.97486369074474e-7,0.0,0.000011792095615876063,5.796676215669413e-6,981649719,3822451925,0,0,243129,0,4819129,2680890
1749110913932752,0.0016244059220365502,0.009016450041780108,0.0,0.0,4.1120597000214493e-7,0.0,0.000012937172440836712,6.389508149264098e-6,981752428,3823022023,0,0,243155,0,4819947,2681294
1749110974148570,0.0019550012589715214,0.009676577008386733,0.0,0.0,3.819594379669475e-7,0.0,0.000013684112038468031,6.958304543832652e-6,981870150,3823604706,0,0,243178,0,4820771,2681713
1749111037356744,0.001949257385603324,0.011200766533771408,0.0,0.0,3.955184656971739e-7,0.0,0.00001512462612825993,8.021114484338688e-6,981993359,3824312686,0,0,243203,0,4821727,2682220
1749111097693724,0.0020398767057946882,0.011698248735684152,0.0,0.0,3.9776601347962726e-7,0.0,0.00001584434620360515,8.286791947492234e-6,982116439,3825018523,0,0,243227,0,4822683,2682720
1749111160902476,0.0015893685102341523,0.009549373795578181,0.0,0.0,3.796942549981053e-7,0.0,0.000013621531398057028,6.771214214132878e-6,982216901,3825622127,0,0,243251,0,4823544,2683148
1749111221084031,0.0017861785060223187,0.010681246106053591,0.0,0.0,3.987932847531108e-7,0.0,0.000015120912046888785,7.5936887971738185e-6,982324396,3826264941,0,0,243275,0,4824454,2683605
1749111281259831,0.0016246065694182712,0.009288036054360724,0.0,0.0,3.988314239278913e-7,0.0,0.000013560268413548304,6.547482542816215e-6,982422158,3826823856,0,0,243299,0,4825270,2683999
1749111341678859,0.0010553628899822752,0.0006729833521982512,0.0,0.0,3.9722585408027417e-7,0.0,5.958387811204112e-6,5.296344721070322e-7,982485922,3826864517,0,0,243323,0,4825630,2684031
